experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
1b3a9522-ec71-4bce-965d-b290f7bfd267,2023-07-09-14-44-47,2023-07-09-14-44-47,True,2023-07-09 14:44:48.422961,,,Pipeline has been started.,experiment.csv,,,2023-07-09 14:44:48.423090
1b3a9522-ec71-4bce-965d-b290f7bfd267,2023-07-09-14-44-47,2023-07-09-14-44-47,False,2023-07-09 14:44:48.422961,2023-07-09 14:54:14.404143,0 days 00:09:25.981182,Pipeline has been completed.,experiment.csv,0.8873627288995657,True,2023-07-09 14:54:14.404223
