iter	RMSE
204	4889.309735
205	4881.054514
206	4872.449015
207	4864.761593
208	4856.71263
209	4849.301795
210	4841.612588
211	4833.874352
212	4829.545746
213	4823.094738
214	4815.832123
215	4807.948181
216	4800.51327
217	4793.366824
218	4786.966635
219	4780.642113
220	4773.842711
221	4766.744116
222	4760.035653
223	4753.532672
224	4746.565212
225	4740.778791
226	4735.173029
227	4729.23925
228	4722.480354
229	4715.89916
230	4710.067892
231	4704.358133
232	4697.870964
233	4692.445542
234	4687.272493
235	4681.799956
236	4676.824904
237	4670.936997
238	4666.455652
239	4660.865709
240	4658.124847
241	4655.436305
242	4652.799113
243	4648.301013
244	4643.288854
245	4638.428573
246	4634.110966
247	4628.53715
248	4623.875951
249	4619.272565
250	4616.951776
251	4612.214385
252	4607.50203
253	4603.258619
254	4598.590014
255	4594.844006
256	4590.243036
257	4586.29151
258	4582.126586
259	4577.935515
260	4574.420774
261	4569.716579
262	4565.388869
263	4561.315679
264	4557.530751
265	4553.84778
266	4550.005176
267	4545.900157
268	4542.286568
269	4538.751248
270	4535.033465
271	4531.9388
272	4529.621914
273	4525.977099
274	4521.940336
275	4518.109041
276	4514.801587
277	4511.115583
278	4508.071709
279	4504.278976
280	4500.471073
281	4496.759526
282	4492.852043
283	4489.736751
284	4486.624433
285	4483.938525
286	4481.038154
287	4477.252755
288	4474.067406
289	4471.328284
290	4468.329701
291	4465.58076
292	4461.952592
293	4459.016082
294	4456.039199
295	4453.579161
296	4451.022704
297	4449.255316
298	4446.660523
299	4443.71554
300	4440.466644
301	4438.937653
302	4436.554323
303	4434.48731
304	4432.181387
305	4429.437298
306	4426.236729
307	4423.856628
308	4421.268834
309	4419.188264
310	4416.362368
311	4413.645641
312	4411.398986
313	4409.110155
314	4407.287877
315	4404.988026
316	4403.071672
317	4400.861016
318	4399.131494
319	4396.323687
320	4394.545423
321	4392.192453
322	4389.86512
323	4388.523765
324	4386.563644
325	4383.854416
326	4381.899126
327	4379.735014
328	4378.164922
329	4376.383894
330	4374.261165
331	4372.264796
332	4370.090133
333	4367.414378
334	4365.282418
335	4362.740908
336	4361.760724
337	4359.909828
338	4358.678621
339	4356.864595
340	4354.726457
341	4354.187098
342	4352.120617
343	4349.991877
344	4348.614606
345	4346.590183
346	4344.67247
347	4343.75197
348	4341.893933
349	4340.046057
350	4338.259269
351	4336.351154
352	4334.658719
353	4333.323418
354	4331.770578
355	4330.280912
356	4328.509188
357	4327.295422
358	4325.530194
359	4323.686509
360	4323.044029
361	4321.125074
362	4319.313606
363	4317.562399
364	4315.433967
365	4313.726298
366	4312.425907
367	4310.5831
368	4308.819304
369	4307.34561
370	4306.156305
371	4304.47658
372	4302.93353
373	4301.028636
374	4300.39142
375	4299.262011
376	4298.102683
377	4296.646162
378	4295.243344
379	4294.148661
380	4293.164693
381	4291.822846
382	4289.92913
383	4288.76886
384	4286.015736
385	4284.891883
386	4283.003946
387	4281.227277
388	4279.733229
389	4278.384018
390	4277.150305
391	4275.905059
392	4273.818524
393	4272.779743
394	4271.859735
395	4270.636016
396	4269.049115
397	4267.950913
398	4265.671464
399	4263.911661
400	4262.536985
401	4261.390695
402	4260.819983
403	4259.5671
404	4257.661465
405	4255.986698
406	4255.033182
407	4253.590374
408	4252.654485
409	4252.009485
410	4250.675674
411	4249.54227
412	4248.820259
413	4247.025321
414	4245.946256
415	4244.592218
416	4243.683945
417	4242.814431
418	4241.420211
419	4239.325176
420	4238.210605
421	4236.725674
422	4235.149076
423	4233.371131
424	4232.539255
425	4231.893625
426	4231.359909
427	4230.315282
428	4229.453342
429	4227.908595
430	4227.004558
431	4225.679934
432	4224.61834
433	4224.058349
434	4222.562551
435	4222.199605
436	4220.603718
437	4219.501743
438	4218.223942
439	4217.45872
440	4216.469688
441	4215.662148
442	4214.687973
443	4213.678644
444	4212.406857
445	4210.219574
446	4208.457667
447	4206.820548
448	4205.597311
449	4204.4977
450	4202.977145
451	4202.29294
452	4200.781177
453	4200.121919
454	4198.000144
455	4197.201359
456	4196.025839
457	4194.820478
458	4193.959175
459	4192.755385
460	4191.874589
461	4190.255132
462	4189.813215
463	4188.757612
464	4187.729096
465	4186.59444
466	4185.236756
467	4183.91346
468	4182.981261
469	4181.820336
470	4180.968494
471	4180.089714
472	4178.595575
473	4177.054341
474	4176.249569
475	4175.327634
476	4174.104264
477	4173.342357
478	4172.250586
479	4171.400794
480	4170.640992
481	4169.157709
482	4168.522617
483	4167.532637
484	4165.480597
485	4164.563178
486	4163.339651
487	4162.535211
488	4162.094172
489	4161.231652
490	4161.077087
491	4160.358806
492	4159.529709
493	4158.2881
494	4157.77972
495	4156.3208
496	4155.572332
497	4154.600011
498	4153.140902
499	4152.059334
500	4151.42468
501	4150.278672
502	4149.410712
503	4148.872774
504	4147.095138
505	4145.949637
506	4145.144856
507	4144.21137
508	4143.338667
509	4142.748878
510	4141.43519
511	4140.680674
512	4140.159114
513	4139.134159
514	4138.118606
515	4137.755352
516	4137.148956
517	4136.204867
518	4135.218754
519	4134.684374
520	4133.448068
521	4132.942097
522	4132.31607
523	4131.529881
524	4131.094538
525	4130.388137
526	4129.593584
527	4128.798382
528	4127.661705
529	4126.093458
530	4125.453281
531	4125.066681
532	4123.926813
533	4123.337848
534	4122.821462
535	4122.470709
536	4122.369926
537	4121.528692
538	4120.730323
539	4120.074855
540	4119.590122
541	4118.708862
542	4117.723834
543	4117.665356
544	4117.35135
545	4116.271375
546	4115.409921
547	4114.837195
548	4114.3852
549	4114.036174
550	4112.921845
551	4111.8257
552	4111.056435
553	4110.386343
554	4109.719604
555	4108.823914
556	4107.655343
557	4106.096188
558	4106.064309
559	4105.805643
560	4104.606813
561	4103.92195
562	4102.41475
563	4100.913877
564	4100.14037
565	4099.316473
566	4098.42949
567	4097.033714
568	4095.873442
569	4095.287898
570	4093.875475
571	4093.830843
572	4093.188214
573	4092.734112
574	4092.183627
575	4091.674265
576	4091.500761
577	4090.995482
578	4090.041179
579	4089.033803
580	4088.517744
581	4087.94616
582	4086.9779
583	4086.367079
584	4086.14224
585	4085.509025
586	4084.570873
587	4083.613005
588	4082.415993
589	4081.475837
590	4080.765618
591	4079.549656
592	4079.013266
593	4078.464878
594	4076.902291
595	4075.962925
596	4074.462932
597	4073.447207
598	4072.254793
599	4071.553484
600	4070.729482
601	4069.594063
602	4068.279242
603	4068.08241
604	4067.387514
605	4066.519984
606	4065.884051
607	4065.374691
608	4064.817792
609	4064.234615
610	4063.627762
611	4062.912423
612	4062.626242
613	4061.894155
614	4061.426933
615	4061.094461
616	4060.536077
617	4059.519815
618	4058.875527
619	4058.527363
620	4058.003189
621	4057.214938
622	4056.500086
623	4055.748879
624	4054.941637
625	4054.0827
626	4053.352804
627	4052.231027
628	4051.551147
629	4051.004149
630	4050.288739
631	4049.797751
632	4049.050237
633	4048.232225
634	4047.960302
635	4046.990354
636	4046.368141
637	4045.625261
638	4044.862012
639	4043.950094
640	4042.556355
641	4041.696381
642	4041.122332
643	4040.737678
644	4040.168344
645	4039.518694
646	4038.949719
647	4038.679138
648	4038.420678
649	4037.532796
650	4036.426813
651	4035.942088
652	4035.155155
653	4033.247357
654	4033.22515
655	4032.773998
656	4031.912016
657	4031.273039
658	4030.626106
659	4029.763718
660	4028.200235
661	4027.343267
662	4026.566485
663	4025.716155
664	4025.357491
665	4024.370801
666	4023.54527
667	4022.621507
668	4022.218548
669	4021.125037
670	4020.653079
671	4020.405091
672	4019.868399
673	4019.741605
674	4019.13255
675	4017.56882
676	4016.982392
677	4015.856832
678	4015.286318
679	4014.648144
680	4013.854278
681	4012.858664
682	4012.300094
683	4011.394083
684	4011.23963
685	4010.689892
686	4010.053193
687	4009.369668
688	4007.820941
689	4006.592353
690	4006.041368
691	4005.627819
692	4005.259679
693	4004.703369
694	4003.721662
695	4002.939521
696	4002.210567
697	4001.704019
698	4000.672515
699	3999.866191
700	3998.193913
701	3997.937696
702	3997.718551
703	3997.033602
704	3996.875041
705	3995.932928
706	3994.977
707	3994.011015
708	3993.271214
709	3992.641357
710	3991.166523
711	3990.406604
712	3990.032801
713	3988.965057
714	3988.074429
715	3987.394224
716	3987.313916
717	3986.602034
718	3986.043547
719	3985.53583
720	3985.190001
721	3984.625601
722	3983.703922
723	3983.601938
724	3983.072162
725	3982.320227
726	3981.733546
727	3981.25845
728	3980.757251
729	3979.977115
730	3978.681316
731	3978.291387
732	3977.719105
733	3977.031971
734	3976.469884
735	3975.619206
736	3975.176654
737	3974.745088
738	3973.678488
739	3972.552856
740	3971.557572
741	3971.131018
742	3970.233539
743	3969.775248
744	3969.18668
745	3968.934056
746	3968.179007
747	3967.844081
748	3967.047068
749	3966.351724
750	3965.995227
751	3965.161157
752	3964.090478
753	3963.822204
754	3962.621347
755	3961.698819
756	3961.345787
757	3960.735375
758	3959.971772
759	3959.137122
760	3958.593034
761	3958.110165
762	3957.163687
763	3956.899383
764	3956.247061
765	3955.728544
766	3955.212368
767	3954.909558
768	3954.331823
769	3954.20257
770	3953.263287
771	3952.855094
772	3951.882654
773	3951.301094
774	3950.099125
775	3949.751221
776	3949.143292
777	3948.401352
778	3947.389354
779	3946.723468
780	3945.887214
781	3944.943344
782	3944.320951
783	3943.534287
784	3942.564702
785	3942.071112
786	3941.974134
787	3940.830229
788	3939.435654
789	3938.994156
790	3938.58716
791	3938.291308
792	3937.341888
793	3936.957846
794	3935.963469
795	3935.123819
796	3934.479759
797	3934.105152
798	3933.429556
799	3932.580957
800	3932.045652
801	3931.66357
802	3931.047717
803	3930.333911
804	3929.639757
805	3928.740557
806	3928.25515
807	3927.437872
808	3926.869528
809	3926.321677
810	3926.058846
811	3925.784882
812	3925.274644
813	3925.018391
814	3924.576428
815	3924.317769
816	3923.57366
817	3922.720302
818	3921.827491
819	3921.296956
820	3920.542061
821	3919.800825
822	3919.521803
823	3919.226956
824	3918.796602
825	3918.140925
826	3917.307353
827	3916.917754
828	3916.04199
829	3915.420429
830	3914.954564
831	3914.278172
832	3913.929584
833	3912.986907
834	3912.212046
835	3911.609298
836	3911.219889
837	3911.11883
838	3910.404286
839	3909.374578
840	3909.017056
841	3908.551396
842	3908.121601
843	3907.806488
844	3907.613377
845	3906.495181
846	3905.543258
847	3904.657317
848	3904.19395
849	3903.040338
850	3902.301073
851	3901.785833
852	3900.732245
853	3900.418887
854	3899.896334
855	3899.222534
856	3898.585777
857	3898.320499
858	3897.817476
859	3897.109143
860	3896.616256
861	3896.464532
862	3896.296907
863	3895.544609
864	3895.122661
865	3894.361042
866	3893.931786
867	3892.971271
868	3892.19316
869	3891.327426
870	3891.13276
871	3890.480339
872	3890.013828
873	3889.625043
874	3889.02147
875	3888.457615
876	3888.242409
877	3887.599761
878	3886.429136
879	3886.01365
880	3885.91636
881	3885.140375
882	3884.475223
883	3884.311915
884	3883.694842
885	3882.99538
886	3882.27277
887	3881.949098
888	3881.718412
889	3881.159901
890	3880.712495
891	3880.286891
892	3879.380214
893	3878.947044
894	3878.295012
895	3877.965009
896	3877.379328
897	3876.591795
898	3875.384336
899	3874.421257
900	3873.865959
901	3873.54759
902	3872.870477
903	3872.312783
904	3871.861619
905	3871.552892
906	3870.628707
907	3870.054246
908	3868.985538
909	3868.897401
910	3868.435028
911	3868.083822
912	3867.42014
913	3867.365727
914	3866.966012
915	3866.190203
916	3865.970092
917	3865.403123
918	3864.862775
919	3864.702544
920	3864.046663
921	3863.789496
922	3862.723683
923	3862.353446
924	3861.832443
925	3861.289933
926	3860.210078
927	3859.899542
928	3859.769871
929	3859.340533
930	3859.032877
931	3858.154856
932	3857.750539
933	3857.069974
934	3856.61145
935	3855.708333
936	3855.451974
937	3854.904778
938	3853.986618
939	3853.744687
940	3853.186986
941	3852.860837
942	3852.055267
943	3851.763992
944	3851.347767
945	3850.646878
946	3850.596305
947	3849.555875
948	3848.781086
949	3847.92689
950	3847.719474
951	3847.041137
952	3846.576326
953	3846.514041
954	3846.184685
955	3845.639257
956	3845.231061
957	3844.734318
958	3844.390303
959	3843.527502
960	3843.152295
961	3842.593593
962	3842.260107
963	3841.63449
964	3841.050094
965	3840.841561
966	3840.542294
967	3839.798931
968	3839.567948
969	3838.852565
970	3838.483691
971	3838.005211
972	3837.034172
973	3836.413581
974	3835.776641
975	3835.298483
976	3835.120828
977	3834.601831
978	3834.388876
979	3834.221103
980	3833.410825
981	3833.235101
982	3832.605804
983	3831.87766
984	3831.360126
985	3830.522418
986	3830.37511
987	3830.027286
988	3829.827455
989	3829.217252
990	3829.070034
991	3828.846814
992	3828.389349
993	3828.119653
994	3827.74217
995	3827.228536
996	3826.798341
997	3826.167153
998	3825.299507
999	3824.694971
